Michael Wheeler:POK_lOv, POK_wDe, POK_ZYd:Derrota:Event_8/1/4:si
Richard Roberts:POK_vpB, POK_Rux, POK_idP:Victoria:Event_8/3/2:no
Alexander Burns:POK_qYo, POK_ZRZ, POK_tGi:Derrota:Event_3/6/3:si
Bianca Gross:POK_drm, POK_ccH, POK_AaI:Victoria:Event_7/4/7:si
Christopher Bell:POK_rlx, POK_gCh, POK_NrY:Victoria:Event_8/9/0:si
Jason Wagner:POK_DOu, POK_bup, POK_nqZ:Victoria:Event_5/8/5:no
Shawn Carson:POK_UDt, POK_laH, POK_lQh:Derrota:Event_0/4/2:no
Alex Wright:POK_RKq, POK_Zjp, POK_Hrq:Victoria:Event_2/0/0:si
Jacqueline Rivera:POK_akT, POK_YvP, POK_cCk:Derrota:Event_3/9/0:no
Jonathan Bishop:POK_yHn, POK_HHu, POK_VWA:Victoria:Event_9/0/8:no
Charles Myers:POK_Zde, POK_SWw, POK_EWH:Victoria:Event_9/7/2:si
Juan Kelly:POK_ViB, POK_KUM, POK_QPM:Victoria:Event_4/1/5:no
William Hamilton:POK_Cqj, POK_jxY, POK_PiB:Victoria:Event_9/8/9:no
Charles Winters:POK_fIG, POK_zso, POK_xDG:Victoria:Event_9/9/5:si
Mr. Matthew Walker:POK_vhn, POK_NsJ, POK_HMY:Derrota:Event_9/4/1:si
Robert Martin:POK_xKL, POK_dBy, POK_trq:Derrota:Event_8/6/0:si
Melissa Wheeler:POK_hQj, POK_smd, POK_OvH:Victoria:Event_0/5/4:si
Charles Taylor:POK_rvv, POK_KmJ, POK_xHZ:Derrota:Event_1/1/8:no
Julia Fernandez:POK_iAc, POK_xHk, POK_KhQ:Derrota:Event_9/0/8:no
Jeffrey Stanley:POK_IZM, POK_qFy, POK_qOk:Victoria:Event_3/8/9:si
Francisco Reese:POK_lsH, POK_pRk, POK_QHt:Derrota:Event_5/2/0:si
Dale Bryant:POK_ssN, POK_FcA, POK_yhB:Victoria:Event_6/3/0:si
Nichole Warner:POK_KYD, POK_RkF, POK_tkz:Derrota:Event_5/4/7:si
Angela Ward:POK_sSq, POK_wIS, POK_xyp:Derrota:Event_4/7/0:si
Gwendolyn Pitts:POK_kMX, POK_PjG, POK_Mjr:Victoria:Event_9/2/8:si
Rodney Walters:POK_wsJ, POK_KPH, POK_jDK:Derrota:Event_9/6/4:si
Dorothy Daniel:POK_ayV, POK_PBn, POK_Hnj:Derrota:Event_3/4/1:si
Jeffrey Freeman:POK_Lqm, POK_GpQ, POK_mFJ:Derrota:Event_7/1/7:si
Dawn Walker:POK_kOF, POK_YaV, POK_aIL:Derrota:Event_4/3/6:no
Karen Flynn:POK_qOu, POK_lTG, POK_Tsd:Victoria:Event_4/9/1:no
Timothy Ford:POK_PNG, POK_fFi, POK_HOl:Derrota:Event_0/9/2:si
Robert Quinn:POK_Tzf, POK_XtB, POK_lfm:Victoria:Event_9/0/1:no
Tara Campos:POK_APY, POK_KcA, POK_cpR:Victoria:Event_9/1/1:no
Jake Hernandez DDS:POK_YUl, POK_UXh, POK_Oxu:Victoria:Event_1/2/9:no
Amanda Sosa:POK_ZvG, POK_KHz, POK_fkT:Derrota:Event_1/0/9:si
Adam White:POK_gVc, POK_xWm, POK_LgW:Victoria:Event_8/0/0:si
Eric Hanson:POK_NxM, POK_xnm, POK_Zxg:Victoria:Event_4/1/7:si
Amy Warren:POK_fan, POK_HjU, POK_Jxg:Derrota:Event_6/1/4:no
Rachael Bowman:POK_Qfv, POK_Mbr, POK_Fwb:Derrota:Event_9/3/7:si
Jennifer Gibson:POK_EJy, POK_PSV, POK_EFi:Victoria:Event_7/6/5:si
Michael Thompson:POK_UtW, POK_jrE, POK_OmH:Derrota:Event_2/0/5:no
William Garcia:POK_zUa, POK_dNl, POK_tez:Victoria:Event_5/6/8:no
Jesse Smith:POK_Xla, POK_DcR, POK_klu:Victoria:Event_0/0/3:no
James Schroeder:POK_ZLP, POK_sAY, POK_yhl:Victoria:Event_7/1/3:si
Beverly Ball:POK_tcc, POK_yfw, POK_IVD:Victoria:Event_5/0/0:si
Sara Jensen:POK_jtF, POK_zdW, POK_uTi:Victoria:Event_5/2/8:si
Adam Allen:POK_vbQ, POK_KHz, POK_XOE:Victoria:Event_8/0/8:no
Kelly Carpenter:POK_iaQ, POK_dDn, POK_vkW:Derrota:Event_4/6/0:si
Patrick Espinoza:POK_ibQ, POK_TNQ, POK_rlo:Victoria:Event_3/0/0:si
Justin Levine:POK_lFA, POK_Dfl, POK_rFh:Derrota:Event_1/1/6:si
Ricardo Bray:POK_zop, POK_ciO, POK_SeG:Victoria:Event_2/2/3:si
Jennifer Hanson:POK_BAy, POK_KNo, POK_eKx:Victoria:Event_2/4/8:si
Larry Johnson:POK_Opt, POK_rjs, POK_gJt:Derrota:Event_1/8/5:no
Aaron Johnson:POK_KpH, POK_fAJ, POK_hAm:Derrota:Event_0/3/6:si
Jeffrey Palmer:POK_Gfb, POK_vlK, POK_MXz:Victoria:Event_9/1/6:si
Carolyn Johnson:POK_kTQ, POK_mgO, POK_OmH:Derrota:Event_4/9/4:si
Robert Carroll:POK_czC, POK_xqU, POK_poX:Victoria:Event_3/2/1:no
Austin Morris:POK_Pwz, POK_hST, POK_Yhg:Victoria:Event_6/0/1:no
James Sweeney:POK_vTl, POK_xDf, POK_AUs:Victoria:Event_6/7/8:no
Bryan Holland:POK_VOO, POK_gec, POK_QbC:Victoria:Event_1/3/7:no
Kristen Medina:POK_hXJ, POK_qor, POK_DNg:Derrota:Event_2/7/1:si
Justin Moreno:POK_RPS, POK_TwD, POK_Ukw:Victoria:Event_3/0/3:no
Michael Harris:POK_wpK, POK_kFM, POK_GkC:Derrota:Event_0/5/5:si
Jeffrey Rubio:POK_MVb, POK_pDr, POK_yWr:Derrota:Event_8/8/0:si
Heather Anderson:POK_NRl, POK_kTQ, POK_PkR:Derrota:Event_7/1/0:si
Jennifer Galloway:POK_ilT, POK_BsR, POK_TNF:Victoria:Event_4/7/6:no
Bradley Stuart:POK_uZZ, POK_ORO, POK_YHF:Derrota:Event_6/7/9:si
Kayla Serrano:POK_DDe, POK_wKS, POK_YCI:Derrota:Event_3/8/1:si
Kelly Faulkner:POK_oCA, POK_EeJ, POK_kUU:Derrota:Event_8/6/0:no
Faith Guzman:POK_wdz, POK_wpr, POK_sIe:Derrota:Event_9/0/5:si
Melissa Shields:POK_gSu, POK_xim, POK_BeD:Derrota:Event_9/7/1:no
Albert Dennis:POK_pTa, POK_IcS, POK_YPQ:Victoria:Event_7/3/1:si
Scott Burch:POK_QuD, POK_myI, POK_iqq:Victoria:Event_4/7/1:si
Darren Hammond:POK_BTQ, POK_DpI, POK_cIi:Victoria:Event_8/3/7:no
Robert Lopez:POK_PFZ, POK_keI, POK_SkL:Victoria:Event_0/8/0:no
Whitney Fields:POK_Vee, POK_qLL, POK_QvW:Derrota:Event_1/8/7:no
Hannah Ingram:POK_HWw, POK_nRk, POK_pRV:Victoria:Event_5/5/8:no
James Olsen:POK_Gla, POK_Flh, POK_bTx:Victoria:Event_9/8/7:si
Wayne Jenkins:POK_RFo, POK_chr, POK_iZH:Derrota:Event_6/3/4:no
Cindy Franco:POK_fAK, POK_SYA, POK_ezB:Derrota:Event_3/8/0:si
Aaron Butler:POK_tAx, POK_IHc, POK_pqE:Victoria:Event_3/9/9:si
Charlotte Mills:POK_SYB, POK_bGg, POK_seh:Victoria:Event_2/2/9:no
Kyle Miller:POK_xWX, POK_OoK, POK_Wly:Derrota:Event_7/2/9:no
Joshua Duarte:POK_DBC, POK_TYB, POK_fSu:Derrota:Event_4/0/2:si
Gary Callahan:POK_Vcp, POK_csZ, POK_zqR:Victoria:Event_1/0/0:no
Tammy Adams:POK_fok, POK_xiJ, POK_Weh:Derrota:Event_9/1/9:si
Jasmine Young:POK_Qfp, POK_CQs, POK_rFN:Victoria:Event_5/4/3:no
Heidi Thompson:POK_WaT, POK_Zwq, POK_djL:Victoria:Event_0/8/4:no
Paul Wheeler:POK_XOY, POK_ecl, POK_WEV:Derrota:Event_9/9/2:si
Timothy White:POK_anw, POK_lVt, POK_BaZ:Derrota:Event_4/2/6:no
Holly Mcdowell:POK_EUs, POK_DGF, POK_FKx:Derrota:Event_7/1/0:si
Harold Johnson:POK_QvQ, POK_bUH, POK_HBz:Victoria:Event_4/6/2:no
Craig Moore:POK_xgl, POK_pGx, POK_gEX:Victoria:Event_4/1/1:no
Timothy Diaz:POK_mjM, POK_FIO, POK_zzE:Victoria:Event_8/2/5:si
Randall Elliott:POK_PTP, POK_lpQ, POK_fLP:Derrota:Event_0/7/2:si
John Greene:POK_QvL, POK_uUQ, POK_Cqk:Victoria:Event_5/7/8:no
Wendy Austin:POK_Wpq, POK_jMk, POK_Gmf:Victoria:Event_0/1/7:no
Lynn Miller:POK_PFP, POK_Zmd, POK_xhB:Derrota:Event_1/1/9:si
Kristen Shannon:POK_aeu, POK_xfx, POK_LFn:Victoria:Event_9/7/3:no
Roberto Ortega:POK_ppv, POK_hLI, POK_Siq:Derrota:Event_7/5/6:si
Gabriella Smith:POK_FEV, POK_tRw, POK_MVJ:Derrota:Event_1/7/8:si
Valerie Nunez:POK_CPH, POK_Jrf, POK_VTi:Derrota:Event_8/8/0:si
Stephen Gomez:POK_XER, POK_hod, POK_cfw:Victoria:Event_4/2/7:no
Kevin Mckee:POK_IPz, POK_RKn, POK_aXy:Derrota:Event_8/4/9:si
Monica Bowen:POK_IVZ, POK_sQp, POK_YxD:Derrota:Event_4/2/5:si
Jeffery Ayala:POK_HdT, POK_cTo, POK_DEm:Derrota:Event_5/5/4:si
Jonathan Miller:POK_WLu, POK_Jni, POK_xwv:Victoria:Event_3/3/0:si
Madison Boyd:POK_mpt, POK_LLO, POK_WlF:Derrota:Event_5/7/8:si
Tina Wagner:POK_nYE, POK_Fmm, POK_EbH:Victoria:Event_4/1/5:si
Tyler Miller:POK_Lcl, POK_TLI, POK_SGL:Victoria:Event_2/6/8:si
Mary Young:POK_kyI, POK_QVQ, POK_QSt:Victoria:Event_1/2/2:si
Cynthia Evans:POK_yJo, POK_WPv, POK_rvd:Victoria:Event_0/7/2:si
Vicki Moore:POK_hkY, POK_vhp, POK_pLb:Victoria:Event_2/8/7:si
Sarah Clements:POK_IhA, POK_Bvo, POK_BBP:Derrota:Event_1/8/2:si
Amy Brown:POK_GPd, POK_kkB, POK_vnH:Derrota:Event_7/1/3:no
Danielle Meyer:POK_khR, POK_UZW, POK_ztx:Victoria:Event_1/9/1:si
Mary Brown:POK_yEX, POK_OHU, POK_Pua:Victoria:Event_0/4/6:no
Steven Owen:POK_crL, POK_NCf, POK_zYP:Derrota:Event_6/9/3:no
Jasmine Rivas:POK_zah, POK_yoO, POK_rxr:Derrota:Event_1/9/1:si
Adam Blair:POK_fQE, POK_ihz, POK_Pcb:Derrota:Event_1/7/1:si
Dennis Orozco:POK_HnM, POK_uzS, POK_HPO:Victoria:Event_1/0/6:no
George Harris:POK_MuW, POK_mUs, POK_jXr:Derrota:Event_2/7/2:no
Judy Black:POK_pMB, POK_sHr, POK_coj:Victoria:Event_2/0/2:no
Mary Jimenez:POK_LBI, POK_jQn, POK_nDQ:Victoria:Event_0/4/3:si
Dr. Spencer Lopez Jr.:POK_Hpd, POK_ASf, POK_FsJ:Victoria:Event_6/5/1:no
Mitchell Cummings:POK_YAX, POK_QQn, POK_mSh:Derrota:Event_0/5/7:si
Jeffrey Novak:POK_pyP, POK_JMq, POK_Xww:Victoria:Event_5/1/3:si
Janet Hobbs:POK_Kjb, POK_UoH, POK_GIw:Victoria:Event_3/4/8:no
Mr. Brandon Sutton:POK_Eam, POK_ykl, POK_RVf:Derrota:Event_6/0/4:no
Gregory Hernandez:POK_nWD, POK_ufJ, POK_vyM:Victoria:Event_3/4/0:no
Ryan Riley:POK_kYG, POK_WXp, POK_ELD:Derrota:Event_0/1/9:si
Andrea Hawkins:POK_Jiu, POK_WJp, POK_IaY:Victoria:Event_2/2/2:no
Justin Schultz:POK_mFv, POK_aKE, POK_BsG:Victoria:Event_0/1/0:no
Caroline Henson:POK_BDN, POK_sYc, POK_had:Derrota:Event_9/1/6:si
Richard Garza:POK_Ojw, POK_QGV, POK_iOz:Victoria:Event_4/0/7:si
Dennis Li:POK_ong, POK_NBL, POK_Ulo:Derrota:Event_6/7/9:no
Kevin Stewart:POK_tyN, POK_xus, POK_ORV:Derrota:Event_2/9/2:si
Anita Morgan:POK_Usg, POK_PrD, POK_ZnT:Victoria:Event_9/0/0:no
Lauren Hall:POK_mkc, POK_hKt, POK_KCY:Victoria:Event_5/5/5:si
Bruce Golden:POK_Upc, POK_dji, POK_fjg:Derrota:Event_5/1/2:no
Denise Robinson:POK_etJ, POK_Xty, POK_eUo:Victoria:Event_5/8/9:si
Gina Alvarez:POK_CFY, POK_tUA, POK_BsA:Derrota:Event_3/0/2:no
Teresa Snyder:POK_Nmv, POK_jYI, POK_EKH:Victoria:Event_0/3/3:si
Taylor Ortega:POK_BZN, POK_nnV, POK_gbH:Victoria:Event_4/3/7:si
Derrick Sandoval:POK_GXZ, POK_oHI, POK_aVt:Derrota:Event_9/1/1:no
Ryan Morales:POK_aVi, POK_EJQ, POK_nQp:Victoria:Event_8/7/0:no
Valerie Price:POK_SVl, POK_ccv, POK_hRV:Victoria:Event_4/3/8:no
Kimberly Sims:POK_qCh, POK_fFD, POK_AvJ:Victoria:Event_3/4/7:no
Bernard Black:POK_Dho, POK_cVz, POK_FuO:Victoria:Event_1/4/6:si
Jesse Cole:POK_OWR, POK_kxJ, POK_YCe:Victoria:Event_8/7/3:si
Carlos Newman:POK_ggt, POK_npI, POK_hlH:Victoria:Event_4/7/2:no
Ryan Chandler:POK_CNM, POK_BWP, POK_eeS:Derrota:Event_5/2/0:si
Cynthia Henderson:POK_jnO, POK_jhj, POK_Ukv:Derrota:Event_8/7/0:si
Richard York:POK_Zrz, POK_xpg, POK_JBm:Victoria:Event_0/4/1:si
Kimberly Coleman:POK_UCR, POK_ygt, POK_nWW:Victoria:Event_3/7/0:no
Michael Shepard:POK_TCI, POK_oeN, POK_jEj:Victoria:Event_6/1/7:no
Patrick Lang:POK_PJn, POK_Gwx, POK_Gef:Derrota:Event_2/2/5:si
Emily Leon:POK_Uvr, POK_ZxD, POK_hHI:Victoria:Event_5/0/2:no
Colleen Flynn:POK_dIY, POK_zjx, POK_XfW:Victoria:Event_0/8/1:si
Jessica Atkinson:POK_ymE, POK_RpZ, POK_diB:Victoria:Event_4/6/4:si
Scott Parks:POK_kSb, POK_KWq, POK_azS:Derrota:Event_7/4/6:no
Kerry Soto:POK_CNZ, POK_kGo, POK_Lse:Derrota:Event_9/0/3:si
Christina Lamb:POK_MfR, POK_dJb, POK_Gte:Derrota:Event_8/4/1:no
Tracy Brandt:POK_uXr, POK_DkC, POK_Zlv:Victoria:Event_9/7/4:si
William Obrien:POK_ItV, POK_CUy, POK_YSV:Victoria:Event_4/3/6:no
Derrick Powell:POK_aPU, POK_mQX, POK_Byr:Derrota:Event_5/7/2:no
